,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
40,2022-05-17,206.34,208.84,204.25,207.21,207.21,386401.0,386401.0,0.87,0.422,206.76667,"May 17, 22",0.00422
41,2022-05-16,205.43,205.93,202.6,204.25,204.25,442702.0,442702.0,-1.18,-0.574,204.26,"May 16, 22",-0.00574
42,2022-05-13,203.67,207.52,201.75,205.83,205.83,818901.0,818901.0,2.16,1.061,205.03333,"May 13, 22",0.01061
43,2022-05-12,201.1,203.15,197.295,201.36,201.36,710114.0,710114.0,0.26,0.129,200.60167,"May 12, 22",0.00129
44,2022-05-11,205.67,210.63,201.15,201.64,201.64,590755.0,590755.0,-4.03,-1.959,204.47333,"May 11, 22",-0.01959
45,2022-05-10,209.28,210.02,203.38,206.35,206.35,828019.0,828019.0,-2.93,-1.4,206.58333,"May 10, 22",-0.014
46,2022-05-09,212.17,212.54,207.0,207.77,207.77,743811.0,743811.0,-4.4,-2.074,209.10333,"May 09, 22",-0.02074
47,2022-05-06,214.78,214.78,210.24,212.5,212.5,625227.0,625227.0,-2.28,-1.062,212.50667,"May 06, 22",-0.01062
48,2022-05-05,217.32,219.52,213.62,216.13,216.13,715656.0,715656.0,-1.19,-0.548,216.42333,"May 05, 22",-0.00548
49,2022-05-04,213.31,220.64,211.57,220.15,220.15,612837.0,612837.0,6.84,3.207,217.45333,"May 04, 22",0.03207
50,2022-05-03,213.07,218.105,212.65,213.99,213.99,890613.0,890613.0,0.92,0.432,214.915,"May 03, 22",0.00432
51,2022-05-02,213.82,216.03,207.53,211.48,211.48,1384580.0,1384580.0,-2.34,-1.094,211.68,"May 02, 22",-0.01094
52,2022-04-29,228.11,228.11,214.14,214.86,214.86,1422137.0,1422137.0,-13.25,-5.809,219.03667,"April 29, 22",-0.05809
53,2022-04-28,242.59,242.59,222.6,228.9,228.9,1483578.0,1483578.0,-13.69,-5.643,231.36333,"April 28, 22",-0.05643
54,2022-04-27,235.16,236.77,231.79,232.94,232.94,1526414.0,1526414.0,-2.22,-0.944,233.83333,"April 27, 22",-0.00944
55,2022-04-26,239.36,240.26,234.73,235.16,235.16,1095207.0,1095207.0,-4.2,-1.755,236.71667,"April 26, 22",-0.01755
56,2022-04-25,237.14,242.58,233.54,241.06,241.06,1217368.0,1217368.0,3.92,1.653,239.06,"April 25, 22",0.01653
57,2022-04-22,241.52,242.47,237.07,237.39,237.39,950214.0,950214.0,-4.13,-1.71,238.97667,"April 22, 22",-0.0171
58,2022-04-21,240.99,244.13,240.99,242.73,242.73,699681.0,699681.0,1.74,0.722,242.61667,"April 21, 22",0.00722
59,2022-04-20,236.77,240.26,236.49,239.88,239.88,911136.0,911136.0,3.11,1.314,238.87667,"April 20, 22",0.01314
60,2022-04-19,233.16,236.1,232.87,235.2,235.2,702258.0,702258.0,2.04,0.875,234.72333,"April 19, 22",0.00875
61,2022-04-18,232.96,235.66,232.23,233.21,233.21,266233.0,266233.0,0.25,0.107,233.7,"April 18, 22",0.00107
62,2022-04-14,234.09,236.18,232.87,234.15,234.15,392935.0,392935.0,0.06,0.026,234.4,"April 14, 22",0.00026
63,2022-04-13,231.58,234.08,229.74,233.88,233.88,742141.0,742141.0,2.3,0.993,232.56667,"April 13, 22",0.00993
64,2022-04-12,239.08,241.0,231.84,232.46,232.46,725156.0,725156.0,-6.62,-2.769,235.1,"April 12, 22",-0.02769
65,2022-04-11,239.69,241.0,237.63,238.28,238.28,535001.0,535001.0,-1.41,-0.588,238.97,"April 11, 22",-0.00588
66,2022-04-08,239.41,242.24,236.14,241.05,241.05,624152.0,624152.0,1.64,0.685,239.81,"April 08, 22",0.00685
67,2022-04-07,238.83,241.18,236.72,240.41,240.41,542048.0,542048.0,1.58,0.662,239.43667,"April 07, 22",0.00662
68,2022-04-06,238.55,242.23,236.66,239.45,239.45,782751.0,782751.0,0.9,0.377,239.44667,"April 06, 22",0.00377
69,2022-04-05,237.26,243.04,235.55,239.46,239.46,922763.0,922763.0,2.2,0.927,239.35,"April 05, 22",0.00927
70,2022-04-04,237.46,239.29,235.55,238.31,238.31,471228.0,471228.0,0.85,0.358,237.71667,"April 04, 22",0.00358
71,2022-04-01,236.88,238.6477,236.0212,237.46,237.46,463021.0,463021.0,0.58,0.245,237.3763,"April 01, 22",0.00245
72,2022-03-31,240.59,241.63,235.88,236.22,236.22,879862.0,879862.0,-4.37,-1.816,237.91,"March 31, 22",-0.01816
73,2022-03-30,242.899994,242.899994,235.529999,240.009995,240.009995,621000.0,621000.0,-2.89,-1.19,239.48,"March 30, 22",-0.0119
74,2022-03-29,239.990005,244.729996,239.990005,243.389999,243.389999,548300.0,548300.0,3.4,1.417,242.70333,"March 29, 22",0.01417
75,2022-03-28,237.580002,241.479996,237.580002,240.850006,240.850006,747000.0,747000.0,3.27,1.376,239.79,"March 28, 22",0.01376
76,2022-03-25,234.869995,238.380005,233.889999,237.990005,237.990005,476100.0,476100.0,3.12,1.328,236.75333,"March 25, 22",0.01328
77,2022-03-24,232.550003,236.220001,231.770004,234.690002,234.690002,770500.0,770500.0,2.14,0.92,234.22667,"March 24, 22",0.0092
78,2022-03-23,232.830002,234.509995,231.0,231.929993,231.929993,495300.0,495300.0,-0.9,-0.387,232.48,"March 23, 22",-0.00387
79,2022-03-22,231.910004,235.119995,228.529999,234.380005,234.380005,818000.0,818000.0,2.47,1.065,232.67667,"March 22, 22",0.01065
80,2022-03-21,234.809998,237.0,229.710007,231.350006,231.350006,872700.0,872700.0,-3.46,-1.474,232.68667,"March 21, 22",-0.01474
81,2022-03-18,232.949997,236.220001,229.389999,236.0,236.0,1497400.0,1497400.0,3.05,1.309,233.87,"March 18, 22",0.01309
82,2022-03-17,230.929993,233.279999,229.419998,232.860001,232.860001,836300.0,836300.0,1.93,0.836,231.75333,"March 17, 22",0.00836
83,2022-03-16,228.899994,231.410004,227.110001,230.470001,230.470001,988100.0,988100.0,1.57,0.686,229.76333,"March 16, 22",0.00686
84,2022-03-15,222.699997,229.009995,221.789993,228.559998,228.559998,870400.0,870400.0,5.86,2.631,226.45333,"March 15, 22",0.02631
85,2022-03-14,223.210007,224.080002,219.589996,220.100006,220.100006,890600.0,890600.0,-3.11,-1.393,221.25667,"March 14, 22",-0.01393
86,2022-03-11,226.009995,227.619995,220.369995,220.729996,220.729996,1219800.0,1219800.0,-5.28,-2.336,222.90667,"March 11, 22",-0.02336
87,2022-03-10,221.649994,225.550003,221.240005,224.520004,224.520004,930600.0,930600.0,2.87,1.295,223.77,"March 10, 22",0.01295
88,2022-03-09,222.050003,228.139999,220.009995,225.059998,225.059998,1151800.0,1151800.0,3.01,1.356,224.37667,"March 09, 22",0.01356
89,2022-03-08,217.270004,220.429993,213.949997,217.479996,217.479996,1605200.0,1605200.0,0.21,0.097,217.24833,"March 08, 22",0.00097
90,2022-03-07,220.309998,220.860001,215.300003,217.649994,217.649994,1579500.0,1579500.0,-2.66,-1.207,217.93,"March 07, 22",-0.01207
91,2022-03-04,222.740005,224.100006,220.389999,222.240005,222.240005,863800.0,863800.0,-0.5,-0.224,222.24333,"March 04, 22",-0.00224
92,2022-03-03,225.149994,227.25,222.080002,224.740005,224.740005,1151900.0,1151900.0,-0.41,-0.182,224.87,"March 03, 22",-0.00182
93,2022-03-02,220.179993,224.690002,219.479996,223.880005,223.880005,952200.0,952200.0,3.7,1.68,222.91333,"March 02, 22",0.0168
94,2022-03-01,222.300003,224.300003,217.679993,218.929993,218.929993,1161500.0,1161500.0,-3.37,-1.516,220.30333,"March 01, 22",-0.01516
95,2022-02-28,219.259995,223.839996,218.820007,222.300003,222.300003,1664400.0,1664400.0,3.04,1.386,221.65333,"February 28, 22",0.01386
96,2022-02-25,220.279999,225.580002,219.970001,223.630005,223.630005,1167700.0,1167700.0,3.35,1.521,223.11167,"February 25, 22",0.01521
97,2022-02-24,213.589996,220.529999,212.229996,219.809998,219.809998,846600.0,846600.0,6.22,2.912,217.605,"February 24, 22",0.02912
98,2022-02-23,223.770004,226.160004,216.809998,216.820007,216.820007,861900.0,861900.0,-6.95,-3.106,219.93,"February 23, 22",-0.03106
99,2022-02-22,225.350006,226.429993,221.649994,223.199997,223.199997,2037800.0,2037800.0,-2.15,-0.954,223.65,"February 22, 22",-0.00954
100,2022-02-18,222.479996,226.759995,221.429993,225.610001,225.610001,1072100.0,1072100.0,3.13,1.407,224.58833,"February 18, 22",0.01407
101,2022-02-17,223.850006,225.869995,220.779999,223.169998,223.169998,983400.0,983400.0,-0.68,-0.304,223.26667,"February 17, 22",-0.00304
102,2022-02-16,221.889999,226.509995,220.300003,225.789993,225.789993,1313000.0,1313000.0,3.9,1.758,224.2,"February 16, 22",0.01758
103,2022-02-15,219.919998,224.449997,219.869995,222.160004,222.160004,1181200.0,1181200.0,2.24,1.019,222.175,"February 15, 22",0.01019
104,2022-02-14,220.839996,222.259995,217.300003,218.860001,218.860001,1422900.0,1422900.0,-1.98,-0.897,219.47,"February 14, 22",-0.00897
105,2022-02-11,226.279999,228.529999,220.770004,221.190002,221.190002,1461500.0,1461500.0,-5.09,-2.249,223.495,"February 11, 22",-0.02249
106,2022-02-10,225.710007,230.619995,225.5,226.580002,226.580002,1262000.0,1262000.0,0.87,0.385,227.565,"February 10, 22",0.00385
107,2022-02-09,224.990005,230.740005,223.830002,228.619995,228.619995,1846100.0,1846100.0,3.63,1.613,227.73,"February 09, 22",0.01613
108,2022-02-08,225.699997,229.110001,217.0,225.139999,225.139999,2036500.0,2036500.0,-0.56,-0.248,223.75,"February 08, 22",-0.00248
109,2022-02-07,238.0,238.869995,235.490005,235.899994,235.899994,1098100.0,1098100.0,-2.1,-0.882,236.75333,"February 07, 22",-0.00882
110,2022-02-04,233.210007,240.339996,233.210007,237.860001,237.860001,807100.0,807100.0,4.64999,1.994,237.13667,"February 04, 22",0.01994
111,2022-02-03,236.960007,238.25,233.229996,234.330002,234.330002,1032400.0,1032400.0,-2.63,-1.11,235.27,"February 03, 22",-0.0111
112,2022-02-02,235.850006,238.610001,234.5,237.860001,237.860001,1145800.0,1145800.0,2.01,0.852,236.99,"February 02, 22",0.00852
113,2022-02-01,233.199997,236.699997,231.710007,236.110001,236.110001,729300.0,729300.0,2.91,1.248,234.84,"February 01, 22",0.01248
114,2022-01-31,228.75,234.729996,228.690002,233.960007,233.960007,872700.0,872700.0,5.21001,2.278,232.46,"January 31, 22",0.02278
115,2022-01-28,222.990005,231.360001,220.779999,231.089996,231.089996,756300.0,756300.0,8.09999,3.632,227.74333,"January 28, 22",0.03632
116,2022-01-27,227.690002,228.029999,220.869995,222.990005,222.990005,1202100.0,1202100.0,-4.7,-2.064,223.96333,"January 27, 22",-0.02064
117,2022-01-26,227.240005,233.039993,223.639999,225.550003,225.550003,1371100.0,1371100.0,-1.69,-0.744,227.41,"January 26, 22",-0.00744
118,2022-01-25,226.160004,233.039993,222.169998,226.649994,226.649994,1462900.0,1462900.0,0.48999,0.217,227.28666,"January 25, 22",0.00217
119,2022-01-24,224.25,232.089996,221.199997,230.839996,230.839996,1826100.0,1826100.0,6.59,2.939,228.04333,"January 24, 22",0.02939
120,2022-01-21,229.059998,231.630005,224.720001,225.639999,225.639999,1099300.0,1099300.0,-3.42,-1.493,227.33,"January 21, 22",-0.01493
121,2022-01-20,230.080002,231.399994,226.559998,228.240005,228.240005,999400.0,999400.0,-1.84,-0.8,228.73333,"January 20, 22",-0.008
122,2022-01-19,227.029999,230.669998,224.910004,226.559998,226.559998,1358300.0,1358300.0,-0.47,-0.207,227.38,"January 19, 22",-0.00207
123,2022-01-18,228.389999,229.289993,221.800003,227.160004,227.160004,1429300.0,1429300.0,-1.23,-0.539,226.08333,"January 18, 22",-0.00539
124,2022-01-14,230.350006,233.369995,223.820007,229.119995,229.119995,1676000.0,1676000.0,-1.23001,-0.534,228.77,"January 14, 22",-0.00534
125,2022-01-13,234.429993,235.020004,230.029999,231.210007,231.210007,953300.0,953300.0,-3.21999,-1.374,232.08667,"January 13, 22",-0.01374
126,2022-01-12,234.339996,235.0,232.479996,233.770004,233.770004,813500.0,813500.0,-0.56999,-0.243,233.75,"January 12, 22",-0.00243
127,2022-01-11,232.789993,234.679993,228.889999,233.960007,233.960007,1196200.0,1196200.0,1.17001,0.503,232.51,"January 11, 22",0.00503
128,2022-01-10,228.779999,235.940002,226.399994,232.619995,232.619995,1124400.0,1124400.0,3.84,1.678,231.65333,"January 10, 22",0.01678
129,2022-01-07,233.050003,235.5,231.259995,231.559998,231.559998,1233500.0,1233500.0,-1.49,-0.639,232.77333,"January 07, 22",-0.00639
130,2022-01-06,236.360001,238.100006,234.220001,234.339996,234.339996,1128100.0,1128100.0,-2.02,-0.855,235.55333,"January 06, 22",-0.00855
131,2022-01-05,239.429993,239.649994,236.240005,237.009995,237.009995,1070500.0,1070500.0,-2.42,-1.011,237.63333,"January 05, 22",-0.01011
132,2022-01-04,232.610001,239.570007,232.610001,238.669998,238.669998,952100.0,952100.0,6.06,2.605,236.95,"January 04, 22",0.02605
133,2022-01-03,237.279999,237.949997,234.199997,235.570007,235.570007,848600.0,848600.0,-1.70999,-0.721,235.90667,"January 03, 22",-0.00721
134,2021-12-31,237.630005,239.149994,236.919998,237.490005,237.490005,447500.0,447500.0,-0.14,-0.059,237.85333,"December 31, 21",-0.00059
135,2021-12-30,238.300003,239.580002,236.949997,237.119995,237.119995,677200.0,677200.0,-1.18001,-0.495,237.88333,"December 30, 21",-0.00495
136,2021-12-29,238.320007,239.800003,235.660004,238.429993,238.429993,580300.0,580300.0,0.10999,0.046,237.96333,"December 29, 21",0.00046
137,2021-12-28,239.169998,240.509995,238.529999,238.720001,238.720001,910800.0,910800.0,-0.45,-0.188,239.25333,"December 28, 21",-0.00188
138,2021-12-27,236.600006,239.110001,235.270004,239.059998,239.059998,1088400.0,1088400.0,2.45999,1.04,237.81333,"December 27, 21",0.0104
139,2021-12-23,237.190002,239.119995,235.979996,236.460007,236.460007,844200.0,844200.0,-0.73,-0.308,237.18667,"December 23, 21",-0.00308
140,2021-12-22,236.039993,238.699997,233.720001,237.009995,237.009995,1485800.0,1485800.0,0.97,0.411,236.47666,"December 22, 21",0.00411
141,2021-12-21,234.470001,238.419998,232.080002,236.25,236.25,1624100.0,1624100.0,1.78,0.759,235.58333,"December 21, 21",0.00759
142,2021-12-20,231.440002,232.740005,229.0,231.949997,231.949997,2503300.0,2503300.0,0.51,0.22,231.23,"December 20, 21",0.0022
143,2021-12-17,233.0,235.889999,230.470001,232.880005,232.880005,2789500.0,2789500.0,-0.11999,-0.051,233.08,"December 17, 21",-0.00051
144,2021-12-16,234.649994,236.869995,231.830002,233.160004,233.160004,1518900.0,1518900.0,-1.48999,-0.635,233.95333,"December 16, 21",-0.00635
145,2021-12-15,231.449997,234.839996,228.429993,234.649994,234.649994,1412800.0,1412800.0,3.2,1.383,232.63999,"December 15, 21",0.01383
146,2021-12-14,231.110001,232.880005,229.339996,232.169998,232.169998,2075600.0,2075600.0,1.06,0.459,231.46333,"December 14, 21",0.00459
147,2021-12-13,234.0,234.759995,231.550003,231.940002,231.940002,884800.0,884800.0,-2.06,-0.88,232.75,"December 13, 21",-0.0088
148,2021-12-10,234.889999,234.889999,230.800003,233.770004,233.770004,879800.0,879800.0,-1.11999,-0.477,233.15334,"December 10, 21",-0.00477
149,2021-12-09,234.710007,234.710007,231.259995,232.350006,232.350006,1023300.0,1023300.0,-2.36,-1.005,232.77334,"December 09, 21",-0.01005
150,2021-12-08,232.720001,235.429993,231.380005,235.0,235.0,1760400.0,1760400.0,2.28,0.98,233.93667,"December 08, 21",0.0098
151,2021-12-07,233.669998,235.740005,230.580002,231.610001,231.610001,1805700.0,1805700.0,-2.06,-0.882,232.64334,"December 07, 21",-0.00882
152,2021-12-06,232.0,235.179993,231.080002,232.5,232.5,1246100.0,1246100.0,0.5,0.216,232.92,"December 06, 21",0.00216
153,2021-12-03,233.410004,233.929993,228.570007,230.839996,230.839996,1581400.0,1581400.0,-2.57001,-1.101,231.11333,"December 03, 21",-0.01101
154,2021-12-02,227.169998,232.639999,226.529999,231.970001,231.970001,1264100.0,1264100.0,4.8,2.113,230.38,"December 02, 21",0.02113
155,2021-12-01,228.009995,231.110001,226.270004,227.0,227.0,2390700.0,2390700.0,-1.01,-0.443,228.12667,"December 01, 21",-0.00443
156,2021-11-30,227.259995,230.809998,225.089996,225.839996,225.839996,1270900.0,1270900.0,-1.42,-0.625,227.24666,"November 30, 21",-0.00625
157,2021-11-29,230.259995,231.839996,226.979996,230.389999,230.389999,1539100.0,1539100.0,0.13,0.056,229.73666,"November 29, 21",0.00056
158,2021-11-26,228.119995,232.559998,227.850006,228.990005,228.990005,874700.0,874700.0,0.87001,0.381,229.8,"November 26, 21",0.00381
159,2021-11-24,234.960007,236.789993,232.789993,236.130005,236.130005,667700.0,667700.0,1.17,0.498,235.23666,"November 24, 21",0.00498
160,2021-11-23,234.630005,236.850006,231.770004,235.100006,235.100006,1224300.0,1224300.0,0.47,0.2,234.57334,"November 23, 21",0.002
161,2021-11-22,230.800003,236.679993,230.550003,233.440002,233.440002,1000300.0,1000300.0,2.64,1.144,233.55667,"November 22, 21",0.01144
162,2021-11-19,227.789993,233.240005,225.380005,232.800003,232.800003,1380200.0,1380200.0,5.01001,2.199,230.47334,"November 19, 21",0.02199
163,2021-11-18,231.149994,232.550003,227.080002,228.440002,228.440002,867800.0,867800.0,-2.70999,-1.172,229.35667,"November 18, 21",-0.01172
164,2021-11-17,229.839996,231.600006,229.110001,229.699997,229.699997,803400.0,803400.0,-0.14,-0.061,230.13667,"November 17, 21",-0.00061
165,2021-11-16,229.949997,232.600006,229.100006,230.720001,230.720001,867400.0,867400.0,0.77,0.335,230.80667,"November 16, 21",0.00335
166,2021-11-15,230.910004,231.889999,228.309998,229.360001,229.360001,1019500.0,1019500.0,-1.55,-0.671,229.85333,"November 15, 21",-0.00671
167,2021-11-12,231.520004,231.919998,229.389999,230.910004,230.910004,597900.0,597900.0,-0.61,-0.263,230.74,"November 12, 21",-0.00263
168,2021-11-11,231.520004,232.009995,228.410004,230.300003,230.300003,550500.0,550500.0,-1.22,-0.527,230.24,"November 11, 21",-0.00527
169,2021-11-10,234.169998,236.850006,230.669998,231.350006,231.350006,1178400.0,1178400.0,-2.81999,-1.204,232.95667,"November 10, 21",-0.01204
170,2021-11-09,231.449997,233.679993,229.809998,233.380005,233.380005,2030700.0,2030700.0,1.93001,0.834,232.29,"November 09, 21",0.00834
171,2021-11-08,231.570007,233.860001,230.860001,232.699997,232.699997,1798400.0,1798400.0,1.12999,0.488,232.47333,"November 08, 21",0.00488
172,2021-11-05,231.220001,233.960007,228.800003,231.309998,231.309998,906600.0,906600.0,0.09,0.039,231.35667,"November 05, 21",0.00039
173,2021-11-04,233.990005,235.580002,230.119995,231.059998,231.059998,722500.0,722500.0,-2.93001,-1.252,232.25333,"November 04, 21",-0.01252
174,2021-11-03,237.229996,237.229996,233.440002,234.850006,234.850006,1223400.0,1223400.0,-2.37999,-1.003,235.17333,"November 03, 21",-0.01003
175,2021-11-02,238.529999,239.619995,235.240005,237.039993,237.039993,808200.0,808200.0,-1.49001,-0.625,237.3,"November 02, 21",-0.00625
176,2021-11-01,242.229996,244.779999,233.5,237.619995,237.619995,1765400.0,1765400.0,-4.61,-1.903,238.63333,"November 01, 21",-0.01903
177,2021-10-29,246.990005,248.809998,239.690002,242.279999,242.279999,2288400.0,2288400.0,-4.71001,-1.907,243.59333,"October 29, 21",-0.01907
178,2021-10-28,240.259995,249.449997,240.210007,248.520004,248.520004,2956900.0,2956900.0,8.26001,3.438,246.06,"October 28, 21",0.03438
179,2021-10-27,243.270004,244.990005,239.539993,240.259995,240.259995,1222400.0,1222400.0,-3.01001,-1.237,241.59666,"October 27, 21",-0.01237
180,2021-10-26,244.919998,245.639999,243.139999,244.009995,244.009995,1002600.0,1002600.0,-0.91,-0.372,244.26333,"October 26, 21",-0.00372
181,2021-10-25,248.460007,249.220001,244.479996,244.809998,244.809998,1016300.0,1016300.0,-3.65001,-1.469,246.17,"October 25, 21",-0.01469
182,2021-10-22,247.720001,249.149994,245.970001,247.759995,247.759995,743300.0,743300.0,0.03999,0.016,247.62666,"October 22, 21",0.00016
183,2021-10-21,243.470001,248.0,241.210007,246.869995,246.869995,1014500.0,1014500.0,3.39999,1.396,245.36,"October 21, 21",0.01396
184,2021-10-20,245.800003,247.369995,243.449997,244.139999,244.139999,1520800.0,1520800.0,-1.66,-0.675,244.98666,"October 20, 21",-0.00675
185,2021-10-19,246.0,248.539993,246.0,248.100006,248.100006,878100.0,878100.0,2.10001,0.854,247.54667,"October 19, 21",0.00854
186,2021-10-18,245.630005,246.399994,244.009995,244.899994,244.899994,800100.0,800100.0,-0.73001,-0.297,245.10333,"October 18, 21",-0.00297
187,2021-10-15,249.550003,249.699997,245.710007,246.910004,246.910004,789300.0,789300.0,-2.64,-1.058,247.44,"October 15, 21",-0.01058
188,2021-10-14,245.130005,248.580002,244.970001,248.149994,248.149994,1103300.0,1103300.0,3.01999,1.232,247.23333,"October 14, 21",0.01232
189,2021-10-13,242.169998,244.610001,239.839996,243.949997,243.949997,970600.0,970600.0,1.78,0.735,242.8,"October 13, 21",0.00735
190,2021-10-12,243.059998,244.199997,241.320007,241.899994,241.899994,671300.0,671300.0,-1.16,-0.477,242.47333,"October 12, 21",-0.00477
191,2021-10-11,243.169998,244.470001,240.490005,242.660004,242.660004,885900.0,885900.0,-0.50999,-0.21,242.54,"October 11, 21",-0.0021
192,2021-10-08,242.919998,243.330002,240.339996,242.889999,242.889999,1408200.0,1408200.0,-0.03,-0.012,242.18667,"October 08, 21",-0.00012
193,2021-10-07,243.220001,244.619995,240.660004,241.5,241.5,1729900.0,1729900.0,-1.72,-0.707,242.26,"October 07, 21",-0.00707
194,2021-10-06,240.919998,244.320007,237.289993,241.330002,241.330002,1082300.0,1082300.0,0.41,0.17,240.98,"October 06, 21",0.0017
195,2021-10-05,237.649994,244.360001,237.559998,243.080002,243.080002,1360500.0,1360500.0,5.43001,2.285,241.66667,"October 05, 21",0.02285
196,2021-10-04,241.110001,242.080002,236.039993,237.410004,237.410004,2764800.0,2764800.0,-3.7,-1.535,238.51,"October 04, 21",-0.01535
197,2021-10-01,232.839996,243.419998,232.369995,240.929993,240.929993,2518400.0,2518400.0,8.09,3.474,238.90666,"October 01, 21",0.03474
198,2021-09-30,229.990005,235.990005,227.330002,232.460007,232.460007,3080900.0,3080900.0,2.47,1.074,231.92667,"September 30, 21",0.01074
199,2021-09-29,224.240005,230.309998,224.240005,228.990005,228.990005,1369100.0,1369100.0,4.75,2.118,227.84667,"September 29, 21",0.02118
200,2021-09-28,229.970001,231.720001,226.850006,228.009995,228.009995,2975500.0,2975500.0,-1.96001,-0.852,228.86,"September 28, 21",-0.00852
201,2021-09-27,234.460007,234.460007,228.910004,231.580002,231.580002,2261300.0,2261300.0,-2.88,-1.228,231.65,"September 27, 21",-0.01228
202,2021-09-24,232.350006,235.009995,231.660004,233.830002,233.830002,2243600.0,2243600.0,1.48,0.637,233.5,"September 24, 21",0.00637
203,2021-09-23,233.009995,235.110001,232.080002,233.449997,233.449997,3001500.0,3001500.0,0.44,0.189,233.54667,"September 23, 21",0.00189
204,2021-09-22,230.529999,233.880005,228.210007,230.940002,230.940002,2038700.0,2038700.0,0.41,0.178,231.01,"September 22, 21",0.00178
205,2021-09-21,228.600006,230.100006,225.940002,228.910004,228.910004,3108200.0,3108200.0,0.31,0.136,228.31667,"September 21, 21",0.00136
206,2021-09-20,225.820007,228.25,223.5,226.809998,226.809998,2150500.0,2150500.0,0.98999,0.438,226.18667,"September 20, 21",0.00438
207,2021-09-17,232.399994,234.0,229.130005,230.279999,230.279999,3367100.0,3367100.0,-2.11999,-0.912,231.13667,"September 17, 21",-0.00912
208,2021-09-16,236.110001,236.830002,234.009995,234.050003,234.050003,2005300.0,2005300.0,-2.06,-0.872,234.96333,"September 16, 21",-0.00872
209,2021-09-15,234.660004,238.75,232.539993,236.75,236.75,2013000.0,2013000.0,2.09,0.891,236.01333,"September 15, 21",0.00891
210,2021-09-14,237.5,237.559998,234.0,234.270004,234.270004,2455500.0,2455500.0,-3.23,-1.36,235.27667,"September 14, 21",-0.0136
211,2021-09-13,237.679993,238.270004,234.690002,236.419998,236.419998,2435700.0,2435700.0,-1.26,-0.53,236.46,"September 13, 21",-0.0053
212,2021-09-10,237.009995,239.179993,234.050003,236.550003,236.550003,2005900.0,2005900.0,-0.45999,-0.194,236.59333,"September 10, 21",-0.00194
213,2021-09-09,231.0,238.160004,231.0,236.0,236.0,3891500.0,3891500.0,5.0,2.165,235.05333,"September 09, 21",0.02165
214,2021-09-08,225.880005,227.520004,222.570007,225.949997,225.949997,1523200.0,1523200.0,0.06999,0.031,225.34667,"September 08, 21",0.00031
215,2021-09-07,229.350006,229.350006,225.070007,227.100006,227.100006,1170800.0,1170800.0,-2.25,-0.981,227.17334,"September 07, 21",-0.00981
216,2021-09-03,230.050003,231.0,226.869995,228.520004,228.520004,1982500.0,1982500.0,-1.53,-0.665,228.79667,"September 03, 21",-0.00665
217,2021-09-02,224.25,230.460007,223.929993,230.059998,230.059998,2958600.0,2958600.0,5.81,2.591,228.15,"September 02, 21",0.02591
218,2021-09-01,221.630005,224.220001,219.960007,223.699997,223.699997,1761100.0,1761100.0,2.06999,0.934,222.62667,"September 01, 21",0.00934
219,2021-08-31,215.600006,222.070007,215.279999,220.720001,220.720001,2028100.0,2028100.0,5.11999,2.375,219.35667,"August 31, 21",0.02375
220,2021-08-30,219.559998,219.889999,215.25,215.720001,215.720001,851900.0,851900.0,-3.84,-1.749,216.95333,"August 30, 21",-0.01749
221,2021-08-27,214.759995,220.259995,214.009995,219.300003,219.300003,1502000.0,1502000.0,4.54001,2.114,217.85666,"August 27, 21",0.02114
222,2021-08-26,215.75,217.740005,213.669998,214.75,214.75,1314100.0,1314100.0,-1.0,-0.463,215.38667,"August 26, 21",-0.00463
223,2021-08-25,216.309998,218.520004,213.880005,216.369995,216.369995,1942300.0,1942300.0,0.06,0.028,216.25667,"August 25, 21",0.00028
224,2021-08-24,218.830002,218.850006,214.410004,216.360001,216.360001,2447000.0,2447000.0,-2.47,-1.129,216.54,"August 24, 21",-0.01129
225,2021-08-23,219.580002,221.550003,217.220001,217.830002,217.830002,2217300.0,2217300.0,-1.75,-0.797,218.86667,"August 23, 21",-0.00797
226,2021-08-20,213.419998,219.679993,212.580002,218.75,218.75,1925700.0,1925700.0,5.33,2.497,217.00333,"August 20, 21",0.02497
227,2021-08-19,212.360001,215.75,212.229996,214.320007,214.320007,2291600.0,2291600.0,1.96001,0.923,214.1,"August 19, 21",0.00923
228,2021-08-18,215.080002,217.889999,213.919998,214.119995,214.119995,2171700.0,2171700.0,-0.96001,-0.446,215.31,"August 18, 21",-0.00446
229,2021-08-17,218.259995,218.669998,214.899994,216.020004,216.020004,1995400.0,1995400.0,-2.23999,-1.026,216.53,"August 17, 21",-0.01026
230,2021-08-16,218.699997,219.529999,216.660004,218.779999,218.779999,2048400.0,2048400.0,0.08,0.037,218.32333,"August 16, 21",0.00037
231,2021-08-13,222.800003,223.490005,219.169998,219.240005,219.240005,1535100.0,1535100.0,-3.56,-1.598,220.63334,"August 13, 21",-0.01598
232,2021-08-12,223.029999,223.029999,220.119995,221.279999,221.279999,1438200.0,1438200.0,-1.75,-0.785,221.47666,"August 12, 21",-0.00785
233,2021-08-11,218.880005,222.820007,218.029999,222.050003,222.050003,1835100.0,1835100.0,3.17,1.448,220.96667,"August 11, 21",0.01448
234,2021-08-10,218.75,219.800003,216.100006,218.080002,218.080002,1313500.0,1313500.0,-0.67,-0.306,217.99334,"August 10, 21",-0.00306
