,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
22,2022-06-13,195.55,199.23,193.54,195.21,195.21,726234.0,726234.0,-0.34,-0.174,195.99333,"June 13, 22",-0.00174
23,2022-06-10,199.69,200.95,197.17,199.5,199.5,626128.0,626128.0,-0.19,-0.095,199.20667,"June 10, 22",-0.00095
24,2022-06-09,206.36,206.41,202.04,202.18,202.18,457934.0,457934.0,-4.18,-2.026,203.54333,"June 09, 22",-0.02026
25,2022-06-08,209.32,209.97,206.05,206.4,206.4,533408.0,533408.0,-2.92,-1.395,207.47333,"June 08, 22",-0.01395
26,2022-06-07,207.44,211.43,205.67,209.84,209.84,484508.0,484508.0,2.4,1.157,208.98,"June 07, 22",0.01157
27,2022-06-06,208.25,210.72,206.16,208.27,208.27,521405.0,521405.0,0.02,0.01,208.38333,"June 06, 22",0.0001
28,2022-06-03,211.64,211.98,206.34,206.63,206.63,471322.0,471322.0,-5.01,-2.367,208.31667,"June 03, 22",-0.02367
29,2022-06-02,208.63,213.8,206.87,213.65,213.65,614202.0,614202.0,5.02,2.406,211.44,"June 02, 22",0.02406
30,2022-06-01,210.67,212.31,205.31,208.47,208.47,635955.0,635955.0,-2.2,-1.044,208.69667,"June 01, 22",-0.01044
31,2022-05-31,212.44,212.965,209.76,211.07,211.07,834165.0,834165.0,-1.37,-0.645,211.265,"May 31, 22",-0.00645
32,2022-05-27,208.58,214.88,208.58,214.84,214.84,531628.0,531628.0,6.26,3.001,212.76667,"May 27, 22",0.03001
33,2022-05-26,202.48,209.38,202.48,208.11,208.11,609786.0,609786.0,5.63,2.781,206.65667,"May 26, 22",0.02781
34,2022-05-25,203.57,204.73,200.49,202.08,202.08,891641.0,891641.0,-1.49,-0.732,202.43333,"May 25, 22",-0.00732
35,2022-05-24,203.21,204.46,200.16,203.17,203.17,696654.0,696654.0,-0.04,-0.02,202.59667,"May 24, 22",-0.0002
36,2022-05-23,200.43,205.0,198.26,204.03,204.03,691272.0,691272.0,3.6,1.796,202.43,"May 23, 22",0.01796
37,2022-05-20,201.58,203.18,192.99,198.48,198.48,877659.0,877659.0,-3.1,-1.538,198.21667,"May 20, 22",-0.01538
38,2022-05-19,201.71,203.42,199.0,200.31,200.31,597414.0,597414.0,-1.4,-0.694,200.91,"May 19, 22",-0.00694
39,2022-05-18,205.47,206.17,201.97,202.92,202.92,786051.0,786051.0,-2.55,-1.241,203.68667,"May 18, 22",-0.01241
